tng_eff_date ,demographic.effectiveDt,,,,,,,
tng_exp_date,demographic.expirationDt,,,,,,,
1505002,,,,,,,,
tmi_seg_id_version,,,,,,,,
tmi_dob,,,,,,,,
tmi_emp_type,,,,,,,,
tmi_cust_income,,,,,,,,
tmi_cust_status,,,,,,,,
tmi_status_date,,,,,,,,
tmi_init_flag,,,,,,,,
tmi_cust_since_date,,,,,,,,
tmi_cust_cntry_code,,,,,,,,
tmi_cust_city,,,,,,,,
tmi_cust_post_code,,,,,,,,
tmi_orig_ani_cntry_code,,,,,,,,
tmi_orig_ani,,,,,,,,
tmi_xfr_cust_date,,,,,,,,
tmi_xfr_cust,,,,,,,,
tmi_vip_flag,,,,,,,,
tmi_staff_ind,,,,,,,,
1508003,,,,,,,,
tmb_seg_id_version,,,,,,,,
tmb_business_open_yr,,,,,,,,
tmb_business_type,,,,,,,,
tmb_business_size,,,,,,,,
tmb_customer_status,,,,,,,,
tmb_cust_since_date,,,,,,,,
tmb_cust_cntry_code,,,,,,,,
tmb_cust_city,,,,,,,,
tmb_cust_post_code,,,,,,,,
tmb_cust_status,,,,,,,,
tmb_status_date,,,,,,,,
tmb_init_flag,,,,,,,,
tmb_xfr_cust_date,,,,,,,,
tmb_xfr_cust,,,,,,,,
1508103,,,,,,,,
tmr_seg_id_version,,,,,,,,
tmr_open_date,,,,,,,,
tmr_num_card,,,,,,,,
tmr_client_acct_type,,,,,,,,
tmr_acct_status,,,,,,,,
tmr_status_date,,,,,,,,
tmr_init_flag,,,,,,,,
tmr_prom_incent_pgm,,,,,,,,
tmr_owner_type,,,,,,,,
tmr_xfr_acct_date,,,,,,,,
tmr_xfr_acct,,,,,,,,
tmr_cl_change_date,,,,,,,,
tmr_cyc_delq,,,,,,,,
tmr_ever_delq,,,,,,,,
tmr_nsf,,,,,,,,
tmr_cum_cyc_delq,,,,,,,,
tmr_pymt_due,,,,,,,,
1508201,,,,,,,,
tmd_seg_id_version,,,,,,,,
tmd_type,,,,,,,,
tmd_open_date,,,,,,,,
tmd_num_card,,,,,,,,
tmd_client_acct_type,,,,,,,,
tmd_acct_status,,,,,,,,
tmd_status_date,,,,,,,,
tmd_init_flag,,,,,,,,
tmd_prom_incent_pgm,,,,,,,,
tmd_owner_type,,,,,,,,
